1,490.13
2,484.96
3,489.94
4,493.43
5,485.18
6,451.92
7,501.32
8,462.34
9,467.68
10,503.64
11,495.44
12,468.9
13,467.67
14,480.48
15,475.74
16,458.07
17,500.27
18,517.1
19,487.34
20,452.37
21,489.63
22,499.68
23,475.14
24,449.49
25,470.38
26,453.07
27,463.01
28,485.95
29,456.39
30,487.63
31,457.83
32,514.69
33,477.94
34,466.64
35,488.4
36,481.8
37,467.93
38,469.92
39,469.17
40,457.13
41,490.23
42,471.06
43,486.7
44,475.64
45,482.49
46,462.36
47,463.17
48,468.88
49,459.52
50,475.82
51,505.85
52,499.38
53,484.81
54,485.25
55,488.37
56,487.92
57,465.64
58,487.79
59,469.8
60,483.07
61,501.74
62,481.49
63,494.27
64,490.34
65,478.2
66,472.93
67,479.23
68,469.1
69,486.7
70,481.09
71,467.77
72,481.23
73,488.11
74,498.25
75,500.63
76,484.02
77,476.21
78,489.72
79,491.2
80,481.15
81,481.48
82,484.28
83,459.71
84,466.21
85,483.45
86,485.76
87,452.15
88,479.19
89,482.39
90,478.95
91,497.19
92,486.15
93,479.96
94,478.28
95,487.12
96,486.54
97,460.65
98,479.43
99,490.7
100,485.45
101,482.47
102,468.45
103,481.28
104,465.42
105,467.32
106,497.84
107,473.09
108,490.03
109,459.72
110,460.92
111,487.19
112,471.4
113,509.7
114,490.12
115,466.31
116,460.98
117,455.09
118,478.16
119,472.49
120,494.18
121,464.09
122,483.07
123,449.92
124,480.68
125,489.17
126,497.38
127,488.16
128,495.55
129,466.1
130,477.17
131,465.6
132,466.33
133,495.26
134,485.57
135,488.69
136,462.98
137,498.15
138,470.5
139,473.42
140,463.72
141,503.17
142,500.43
143,493.5
144,480.52
145,481.62
146,484.17
147,476.29
148,482.61
149,491.22
150,492.24
151,481.97
152,495.52
153,479.89
154,507.77
155,473.57
156,476.42
157,474.15
158,481.43
159,482.1
160,501.93
161,486.54
162,477.07
163,480.97
164,467.7
165,506.06
166,479.81
167,471.05
168,491.55
169,466.54
170,476.21
171,470.96
172,486.98
173,483.21
174,472.73
175,487.1
176,512.67
177,473.74
178,466.45
179,462.2
180,512.96
181,477.11
182,460.58
183,484.56
184,516.58
185,487.65
186,466.4
187,461.84
188,481.83
189,473.44
190,450.1
191,469.61
192,514.29
193,473.37
194,492.01
195,490.54
196,476.46
197,499.55
198,480.13
199,465.92
200,469.99
201,477.02
202,499
203,469.63
204,467.28
205,481.3
206,457.11
207,471.2
208,481.41
209,484.1
210,471.04
211,482.95
212,487.66
213,472.89
214,492.59
215,469.53
216,469.11
217,481.73
218,493.3
219,473.09
220,495.67
221,484.48
222,466.64
223,483.08
224,478.33
225,494.3
226,485.11
227,495.17
228,462.38
229,490.35
230,455.58
231,496.02
232,478.92
233,461.24
234,482.15
235,480.95
236,490.11
237,469.74
238,480.01
239,488.12
240,458.96
241,465.16
242,473.3
243,448.35
244,474.62
245,452.22
246,486.45
247,476.25
248,469.86
249,496.51
250,478.95
251,498.13
252,494.8
253,475.55
254,478.15
255,483.5
256,463
257,470.32
258,492.65
259,466.39
260,487.31
261,490.91
262,492.69
263,466.06
264,489.51
265,483.56
266,475.04
267,510.04
268,462.88
269,485.73
270,500.08
271,476.77
272,461.32
273,500.95
274,463.74
275,474.64
276,476.32
277,469.85
278,460
279,477.49
280,484.42
281,472.05
282,474.11
283,490.33
284,485.41
285,483.74
286,480.97
287,471.8
288,480.13
289,502.49
290,470.57
291,491.75
292,490.69
293,479.93
294,496.98
295,452.75
296,506.82
297,472.73
298,483.88
299,459.8
300,485.7
301,490.37
302,447.87
303,469.87
304,491.02
305,499.94
306,476.1
307,475.33
308,490.28
309,469.98
310,470.37
311,481.45
312,477.87
313,481.18
