414,184.37
415,51.9
416,14.14
417,4.53
418,2.15
419,2
420,2
421,2
422,1.49
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
